phrase	length	count
шпанских бораца 	2	21
југословенске 	1	21
sezai suroi 	2	21
тадеуша кошћушка 	2	21
гавриловића 	1	21
procredit 	1	21
vilusi 	1	21
knauf insulation 	2	21
sali 	1	21
црњанског 	1	21
nikšićki put 	2	21
school 	1	21
knauf 	1	21
чачка 	1	21
тесла 	1	21
херцеговачка 	1	21
milutinovića 	1	21
милоша црњанског 	2	21
mustafa 	1	21
besim 	1	21
mesme 	1	21
вуковића 	1	21
личка 	1	21
insulation 	1	21
ковачића 	1	20
великог 	1	20
александра карађорђевића 	2	20
милоша обреновића 	2	20
хаџи 	1	20
михаља 	1	20
комерцијална 	1	20
сентандрејски пут 	2	20
степе степановића 	2	20
радивоја 	1	20
жике 	1	20
комерцијална банка 	2	20
e mesme 	2	20
танаска рајића 	2	20
миодрага 	1	20
xhamija e 	2	20
владара 	1	20
v 	1	20
томе 	1	20
добровољачка 	1	20
рудничка 	1	20
hadri 	1	20
dëshmorët 	1	20
партизана 	1	20
мије 	1	20
шумска 	1	20
јована цвијића 	2	20
klinika 	1	20
luke 	1	20
катића 	1	20
цвијића 	1	20
pošta 	1	20
никола тесла 	2	20
kosoves 	1	20
сентандрејски 	1	20
танаска 	1	20
мите 	1	20
тимочка 	1	20
бориса 	1	20
на 	1	20
boletini 	1	20
бања 	1	20
zenel 	1	20
милована глишића 	2	19
романијска 	1	19
зеленгорска 	1	19
јабланичка 	1	19
beqir 	1	19
максимовић 	1	19
стари град 	2	19
шпанца 	1	19
plav 	1	19
мај 	1	19
сретена 	1	19
lipci 	1	19
kelmendi 	1	19
frashëri 	1	19
стефановића 	1	19
српских владара 	2	19
кнеза александра 	2	19
ivana milutinovića 	2	19
горана ковачића 	2	19
iii 	1	19
бана 	1	19
свети сава 	2	19
villa 	1	19
првовенчаног 	1	19
ura 	1	19
јастребачка 	1	19
жикице 	1	19
српска 	1	19
богданова 	1	19
црква свете 	2	19
прве 	1	19
sava 	1	19
немањића 	1	19
предића 	1	19
кафана 	1	19
цара константина 	2	19
веселина 	1	19
ju 	1	19
стојковића 	1	19
gjergj 	1	19
православна 	1	19
ивана горана 	2	19
луке 	1	19
ђуре салаја 	2	19
mehmet 	1	19
curri 	1	19
јана 	1	19
салаја 	1	19
do 	1	19
булевар кнеза 	2	19
jošanica 	1	19
вере 	1	19
club 	1	19
цветна 	1	19
popovića 	1	19
apartment 	1	19
пролетерских бригада 	2	18
поп 	1	18
томића 	1	18
родића 	1	18
пролетерских 	1	18
svetog petra 	2	18
крфска 	1	18
ратника 	1	18
смедеревски 	1	18
призренска 	1	18
виногради 	1	18
септембра 	1	18
стевана мокрањца 	2	18
podgorica 	1	18
атиле 	1	18
омв 	1	18
баштованска 	1	18
мокрањца 	1	18
fehmi 	1	18
маршала толбухина 	2	18
ahmeti 	1	18
суботичка 	1	18
код 	1	18
braće 	1	18
заједница 	1	18
смедеревски пут 	2	18
procredit bank 	2	18
qendra e 	2	18
иштвана 	1	18
православна црква 	2	18
блок 	1	18
пресвете богородице 	2	18
од 	1	18
воје 	1	18
gradska 	1	18
бранкова 	1	18
нишка 	1	18
стефана првовенчаног 	2	18
crnogorske 	1	18
боривоја 	1	18
охридска 	1	18
naim frasheri 	2	18
мишарска 	1	18
толбухина 	1	18
ловачка 	1	18
пресвете 	1	18
трг николе пашића 	3	17
ендреа 	1	17
кардеља 	1	17
апатински 	1	17
раковице 	1	17
food 	1	17
кнеза александра карађорђевића 	3	17
zmaj 	1	17
светог цара 	2	17
ружа 	1	17
војводе бојовића 	2	17
бранка миљковића 	2	17
skender 	1	17
ослободилаца раковице 	2	17
југ богданова 	2	17
чмелика 	1	17
kralja 	1	17
јанка чмелика 	2	17
црногорска 	1	17
трг републике 	2	17
адранска 	1	17
rexha 	1	17
mojkovac 	1	17
петке 	1	17
тошин бунар 	2	17
тошин 	1	17
сокак 	1	17
незнаног јунака 	2	17
клуб 	1	17
чеде 	1	17
незнаног 	1	17
стара обилазница 	2	17
maja 	1	17
selim 	1	17
царице 	1	17
обилазница нови сад 	3	17
крстића 	1	17
душка 	1	17
ђердапска 	1	17
светог цара константина 	3	17
прице 	1	17
момчила 	1	17
едварда кардеља 	2	17
ђуре даничића 	2	17
